キャナルシティ博多,〒812-0018,福岡県福岡市博多区住吉１丁目２-２５,33.5895049,130.4117453
スカイホイール,〒819-0001,福岡県福岡市西区小戸2-12-30 マリノアシティ福岡,33.5952398,130.3226607
海の中道海浜公園,〒811-0321,福岡県福岡市東区西戸崎18-25,33.66076049999999,130.3587248
海の中道,〒813-0001,福岡県福岡市東区,33.6177464,130.4173912
マリゾン,〒814-0001,福岡県福岡市早良区百道浜2-902-1,33.5948399,130.3513496
天神中央公園,〒810-0002,福岡県福岡市中央区天神1-1,33.5907269,130.402757
中洲,〒812-0001,福岡県福岡市博多区中州,33.5925017,130.4063956
櫛田神社,〒812-0001,福岡県福岡市博多区上川端1-41,33.5929962,130.4104897
「博多町家」ふるさと館,〒812-0039,福岡県福岡市博多区冷泉町6-10,33.5937281,130.411474
東長寺,〒812-0037,福岡県福岡市博多区御供所町2-4,33.5948461,130.4144533
承天寺,〒812-0011,福岡県福岡市博多区博多駅前1-29-9,33.5952239,130.4170419
博多座,〒812-0027,福岡県福岡市博多区下川端町2-1,33.5957958,130.4059289
博多リバレイン,〒812-0027,福岡県福岡市博多区下川端町３-１,33.5952014,130.4058512
福岡アジア美術館,〒812-0027,福岡県福岡市博多区下川端町3-1 博多リバレインリバーサイド7・8F,33.595457,130.4056262
福岡市民防災センター,〒814-0001,福岡県福岡市早良区百道浜１−３−３,33.5894403,130.35498
筥崎宮,〒812-0053,福岡県福岡市東区箱崎1-22-1,33.6145192,130.4222298
筥崎宮あじさい苑,〒812-0053,福岡県福岡市東区箱崎1-22-1,33.6145192,130.4222298
ベイサイドプレイス博多埠頭,〒812-0021,福岡県福岡市博多区築港本町１３-６,33.6038531,130.3987989
福岡国際センター,〒812-0021,福岡市博多区築港本町2-2,33.603156,130.4012348
福岡市動植物園,〒810-0037,福岡県福岡市中央区南公園1-1,33.5728164,130.39236
警固神社,〒810-0001,福岡県福岡市中央区天神2-2-20,33.5877882,130.3999212
アクロス福岡,〒810-0001,福岡県福岡市中央区天神1-1-1,33.5914712,130.4023487
金印公園,〒811-0323,福岡県福岡市東区志賀島字古戸1865,33.5903547,130.4017155
蒙古塚,〒811-0323,福岡県福岡市東区志賀島,33.663227,130.3129269
志賀海神社,〒811-0323,福岡県福岡市東区志賀島877,33.6679542,130.3131019
能古島,〒819-0012,福岡県福岡市西区,33.582939,130.3231186
志賀島海水浴場,〒811-0323,福岡県福岡市東区志賀島,33.663227,130.3129269
大濠公園,〒810-0051,福岡県福岡市中央区大濠公園,33.5901515,130.3737592
福岡市美術館,〒810-0051,福岡県福岡市中央区大濠公園1-6,33.5839225,130.379813
舞鶴公園,〒810-0043,福岡県福岡市中央区城内1,33.586366,130.3851918
王貞治ベースボールミュージアム,〒810-0065,福岡県福岡市中央区地行浜２−２−２ 福岡Yahoo! JAPAN ドーム,33.591304,130.3611545
住吉神社,〒812-0018,福岡県福岡市博多区住吉3-1-51,33.5859192,130.4137368
楽水園,〒812-0018,福岡県福岡市博多区住吉2-10-7,33.586933,130.413423
香椎宮,〒813-0011,福岡県福岡市東区香椎4-16-1,33.6528405,130.4521652
アクシオン福岡,〒812-0852,福岡市博多区東平尾公園2丁目1番4号,33.5822483,130.4622309
福岡県立総合プール,〒816-0052,福岡県福岡市博多区東平尾公園2-1-3,33.5811151,130.463692
友泉亭公園,〒814-0122,福岡県福岡市城南区友泉亭1-46,33.56255180000001,130.3762485
マリンメッセ福岡,〒812-0031,福岡市博多区沖浜町7-1,33.6074111,130.4022179
博多百年蔵,〒812-0043,福岡県福岡市博多区堅粕1-30-1,33.5988875,130.417689
聖福寺,〒812-0037,福岡県福岡市博多区御供所町6-1,33.597407,130.4144365
東公園,〒812-0045,福岡県福岡市博多区東公園,33.6057674,130.4218107
福岡県庁,〒812-0045,福岡県福岡市博多区東公園7-7,33.6067672,130.4182276
崇福寺,〒812-0044,福岡県福岡市博多区千代4-7-79,33.6058311,130.4144419
福岡国際会議場,〒812-0032,福岡市博多区石城町2-1,33.6045059,130.4034929
今津運動公園,〒819-0165,福岡県福岡市西区今津字津本,33.6035372,130.2601363
元寇防塁跡,〒819-0165,福岡県福岡市西区今津・西区生の松原・早良区西新,33.6035372,130.2601363
能古博物館,〒819-0012,福岡県福岡市西区能古522-2,33.6133551,130.3083027
片江展望台,〒814-0101,福岡県福岡市城南区油山,33.5370781,130.3791159
油山市民の森,〒811-1355,福岡県福岡市南区桧原夫婦石855-4,33.5187243,130.3769497
油山,〒811-1111,福岡県福岡市,33.5903547,130.4017155
大原海水浴場,〒819-0165,福岡県福岡市西区今津大原,33.6100747,130.2399432
柳橋連合市場,〒810-0003,福岡県福岡市中央区春吉1-5-1,33.5829555,130.4086206
西公園,〒810-0061,福岡県福岡市中央区西公園,33.5953399,130.3771311
光雲神社,〒810-0061,福岡県福岡市中央区西公園13-1,33.5971313,130.376359
旧福岡県公会堂貴賓館,〒810-0002,福岡県福岡市中央区西中洲6-29,33.5915935,130.4043652
志賀島,〒813-0001,福岡県福岡市東区,33.6177464,130.4173912
勝馬海水浴場,〒811-0325,福岡県福岡市東区大字勝馬,33.68278,130.2984419
潮見公園,〒811-0323,福岡県福岡市東区志賀島,33.663227,130.3129269
能古島展望台,〒819-0012,福岡県福岡市西区能古島,33.6103054,130.3072056
しかのしま資料館,〒811-0325,福岡県福岡市東区勝馬１８０３-１,33.6832048,130.2906368
セブンミリオンカントリークラブ,〒811-1112,福岡県福岡市早良区大字小笠木103-1,33.4864031,130.3754536
南公園,〒810-0037,福岡県福岡市中央区南公園,33.5726677,130.3907386
金龍寺,〒810-0054,福岡県福岡市中央区今川2-3-23,33.5854213,130.3646183
屋台,〒810-0801,福岡県福岡市内各所,33.5903547,130.4017155
元寇史料館,〒812-0045,福岡県福岡市博多区東公園7-11,33.6071367,130.4203885
福岡マリーナ,〒811-0322,福岡県福岡市東区大岳,33.6533059,130.3403908
福岡カンツリー倶楽部,〒811-0216,福岡県福岡市東区大字上和白1318-1,33.6852475,130.4387896
亀山上皇銅像,〒812-0045,福岡県福岡市博多区東公園内,33.6057674,130.4218107
